"filename", "language", "C++", "Makefile", "Batch", "TypeScript", "Shell Script", "YAML", "Objective-C++", "PostCSS", "HTML", "JSON", "Markdown", "log", "XML", "C", "comment", "blank", "total"
"/Users/roryhill/Projects/Winnow64/File/bookmarks.h", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 79
"/Users/roryhill/Projects/Winnow64/File/fstree.cpp", "C++", 1111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 448, 253, 1812
"/Users/roryhill/Projects/Winnow64/File/fstree.h", "C++", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 203
"/Users/roryhill/Projects/Winnow64/File/hoverdelegate.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 42
"/Users/roryhill/Projects/Winnow64/File/hoverdelegate.h", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 35
"/Users/roryhill/Projects/Winnow64/File/ingest.cpp", "C++", 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 39, 505
"/Users/roryhill/Projects/Winnow64/File/ingest.h", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 73
"/Users/roryhill/Projects/Winnow64/FocusStack/FSFusionWaveletTemplates.h", "C++", 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 49, 311
"/Users/roryhill/Projects/Winnow64/FocusStack/fs.cpp", "C++", 579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 138, 823
"/Users/roryhill/Projects/Winnow64/FocusStack/fs.h", "C++", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 131
"/Users/roryhill/Projects/Winnow64/FocusStack/fsalign.cpp", "C++", 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 155, 979
"/Users/roryhill/Projects/Winnow64/FocusStack/fsalign.h", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 82
"/Users/roryhill/Projects/Winnow64/FocusStack/fsalign_types.h", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 45
"/Users/roryhill/Projects/Winnow64/FocusStack/fsdepth.cpp", "C++", 732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 169, 1115
